S.No,Hour,Car No.,Team,Drivers,Car,Category,Tyres,Laps,Total Time,Pit Stops,Best Lap Number,Best Lap Time,Best Lap Kph,Status
390,7,35,Alpine Elf Team,A. NEGRAO / O. CALDWELL / M. ROJAS,Oreca 07 - Gibson,2,2,85,07:05:47,9,10.0,03:38.1,225.0,1
774,13,25,ORT by TF,A. AL HARTHY / M. DINAN / C. EASTWOOD,Aston Martin Vantage AMR,4,1,157,13:01:56,15,29.0,03:52.8,210.7,1
697,12,47,COOL Racing,DE GARUS / V. LOMKO / S. PAGENAUD,Oreca 07 - Gibson,2,2,133,12:01:40,13,10.0,03:37.3,225.7,1
304,5,83,Richard Mille AF Corse,L. PEREZ COMPANC / A. ROVERA / L. WADOUX,Ferrari 488 GTE Evo,4,1,33,02:46:33,3,8.0,03:52.5,211.0,1
947,16,36,Alpine Elf Team,M. VAXIVIERE / C. MILESI / J. CANAL,Oreca 07 - Gibson,2,2,207,16:06:09,23,10.0,03:37.4,225.6,1
823,14,36,Alpine Elf Team,M. VAXIVIERE / C. MILESI / J. CANAL,Oreca 07 - Gibson,2,2,178,14:02:50,20,10.0,03:37.4,225.6,1
698,12,41,Team WRT,R. ANDRADE / L. DELATRAZ / R. KUBICA,Oreca 07 - Gibson,2,2,133,12:03:17,14,11.0,03:36.4,226.7,1
1201,20,45,Algarve Pro Racing,G. KURTZ / J. ALLEN / C. BRAUN,Oreca 07 - Gibson,2,2,260,20:03:42,26,9.0,03:38.0,225.0,1
31,1,37,COOL Racing,N. LAPIERRE / A. COIGNY / M. JAKOBSEN,Oreca 07 - Gibson,2,2,12,01:03:26,1,10.0,03:46.1,216.9,1
1247,21,708,Glickenhaus Racing,R. DUMAS / R. BRISCOE / O. PLA,Glickenhaus 007,1,1,286,21:02:00,27,29.0,03:30.1,233.5,1
681,11,13,Tower Motorsports,S. THOMAS / R. TAYLOR / R. RAST,Oreca 07 - Gibson,2,2,19,01:34:25,3,10.0,03:39.1,223.9,2
1167,19,7,Toyota Gazoo Racing,M. CONWAY / K. KOBAYASHI / J. LOPEZ,Toyota GR010 HYBRID,1,1,103,07:58:44,10,12.0,03:30.0,233.6,2
1085,18,33,Corvette Racing,N. CATSBURG / B. KEATING / N. VARRONE,Chevrolet Corvette C8.R,4,1,227,18:03:01,18,8.0,03:51.3,212.1,1
119,2,33,Corvette Racing,N. CATSBURG / B. KEATING / N. VARRONE,Chevrolet Corvette C8.R,4,1,22,02:01:30,3,8.0,03:51.3,212.1,1
958,16,57,Kessel Racing,T. KIMURA / S. HUFFAKER / D. SERRA,Ferrari 488 GTE Evo,4,1,199,16:04:00,16,8.0,03:52.5,211.0,1
762,13,31,Team WRT,S. GELAEL / F. HABSBURG / R. FRIJNS,Oreca 07 - Gibson,2,2,163,13:04:19,17,53.0,03:39.3,223.6,1
461,8,10,Vector Sport,R. CULLEN / G. AUBRY / M. KAISER,Oreca 07 - Gibson,2,2,98,08:07:24,10,11.0,03:37.7,225.3,1
149,3,9,Prema Racing,B. VISCAAL / J. CORREA / F. UGRAN,Oreca 07 - Gibson,2,2,38,03:13:57,5,10.0,03:37.8,225.2,1
1355,22,75,Porsche Penske Motorsport,F. NASR / M. JAMINET / N. TANDY,Porsche 963,1,1,84,06:44:44,7,12.0,03:29.9,233.7,2
1178,19,14,Nielsen Racing,R. SALES / M. BECHE / B. HANLEY,Oreca 07 - Gibson,2,2,18,01:27:23,2,13.0,03:44.2,218.8,2
496,8,14,Nielsen Racing,R. SALES / M. BECHE / B. HANLEY,Oreca 07 - Gibson,2,2,18,01:27:23,2,13.0,03:44.2,218.8,2
1334,22,98,Northwest AMR,I. JAMES / D. MANCINELLI / A. RIBERAS,Aston Martin Vantage AMR,4,1,281,22:01:45,21,264.0,03:53.3,210.2,1
1367,23,3,Cadillac Racing,S. BOURDAIS / R. VAN DER ZANDE / S. DIXON,Cadillac V-Series.R,1,1,325,23:06:14,29,12.0,03:28.3,235.5,1
211,4,37,COOL Racing,N. LAPIERRE / A. COIGNY / M. JAKOBSEN,Oreca 07 - Gibson,2,2,45,04:04:50,5,29.0,03:40.1,222.9,1
1362,22,13,Tower Motorsports,S. THOMAS / R. TAYLOR / R. RAST,Oreca 07 - Gibson,2,2,19,01:34:25,3,10.0,03:39.1,223.9,2
117,2,32,Inter Europol Competition,M. KVAMME / J. MAGNUSSEN / A. FJORDBACH,Oreca 07 - Gibson,2,2,23,01:59:57,2,9.0,03:49.2,214.0,1
330,6,30,Duqueine Team,N. JANI / R. BINDER / N. PINO,Oreca 07 - Gibson,2,2,72,06:04:44,10,11.0,03:39.0,223.9,1
131,3,8,Toyota Gazoo Racing,S. BUEMI / B. HARTLEY / R. HIRAKAWA,Toyota GR010 HYBRID,1,1,39,03:06:57,4,10.0,03:29.7,234.0,1
59,1,16,Proton Competition,R. HARDWICK / Z. ROBICHON / J. HEYLEN,Porsche 911 RSR - 19,4,1,11,01:01:00,1,10.0,03:58.7,205.5,1
55,1,66,JMW Motorsport,T. NEUBAUER / L. PRETTE / G. PETROBELLI,Ferrari 488 GTE Evo,4,1,11,01:00:20,0,8.0,03:53.1,210.5,1
668,11,32,Inter Europol Competition,M. KVAMME / J. MAGNUSSEN / A. FJORDBACH,Oreca 07 - Gibson,2,2,116,10:54:45,14,57.0,03:39.4,223.6,1
900,15,37,COOL Racing,N. LAPIERRE / A. COIGNY / M. JAKOBSEN,Oreca 07 - Gibson,2,2,184,15:03:59,23,54.0,03:39.0,224.0,1
36,1,56,Project 1 - AO,P. HYETT / G. JEANNETTE / M. CAIROLI,Porsche 911 RSR - 19,4,1,12,01:03:57,0,11.0,03:51.4,211.9,1
1237,20,55,GMB Motorsport,G. BIRCH / M. SARENSEN/ J. MALLER,Aston Martin Vantage AMR,4,1,21,01:45:27,2,17.0,03:56.2,207.7,2
1147,19,54,AF Corse,T. FLOHR / F. CASTELLACCI / D. RIGON,Ferrari 488 GTE Evo,4,1,239,19:01:32,19,8.0,03:52.1,211.3,1
275,5,48,IDEC Sport,P. LAFARGUE / P. CHATIN / L. HARR,Oreca 07 - Gibson,2,2,57,05:03:06,6,11.0,03:37.1,225.9,1
58,1,98,Northwest AMR,I. JAMES / D. MANCINELLI / A. RIBERAS,Aston Martin Vantage AMR,4,1,11,01:01:00,1,10.0,04:00.0,204.4,1
644,11,45,Algarve Pro Racing,G. KURTZ / J. ALLEN / C. BRAUN,Oreca 07 - Gibson,2,2,131,11:03:03,13,9.0,03:38.0,225.0,1
956,16,311,Action Express Racing,L. DERANI / A. SIMS / J. AITKEN,Cadillac V-Series.R,1,1,200,16:05:47,18,184.0,03:29.8,233.8,1
950,16,10,Vector Sport,R. CULLEN / G. AUBRY / M. KAISER,Oreca 07 - Gibson,2,2,206,16:04:48,20,11.0,03:37.7,225.3,1
73,2,93,Peugeot TotalEnergies,P. DI RESTA / M. JENSEN / J. VERGNE,Peugeot 9X8,1,1,26,02:02:02,2,10.0,03:30.1,233.5,1
52,1,777,D'Station Racing,S. HOSHINO / C. STEVENSON / T. FUJII,Aston Martin Vantage AMR,4,1,12,01:04:33,1,9.0,03:55.1,208.6,1
1332,22,86,GR Racing,M. WAINWRIGHT / B. BARKER / R. PERA,Porsche 911 RSR - 19,4,1,282,22:00:48,23,263.0,03:50.8,212.6,1
926,15,16,Proton Competition,R. HARDWICK / Z. ROBICHON / J. HEYLEN,Porsche 911 RSR - 19,4,1,28,02:20:57,2,10.0,03:58.7,205.5,2
515,9,80,AF Corse,F. PERRODO / B. BARNICOAT / N. NATO,Oreca 07 - Gibson,2,2,107,09:05:32,11,13.0,03:43.1,219.9,1
1255,21,65,Panis Racing,M. MALDONADO / T. VAN DER HELM / J. VAN UITERT,Oreca 07 - Gibson,2,2,280,21:03:06,27,10.0,03:38.1,225.0,1
526,9,54,AF Corse,T. FLOHR / F. CASTELLACCI / D. RIGON,Ferrari 488 GTE Evo,4,1,104,09:05:15,10,8.0,03:52.1,211.3,1
109,2,88,Proton Competition,H. TINCKNELL / D. YOUNT / J. RIED,Porsche 911 RSR - 19,4,1,24,02:02:12,2,8.0,03:52.2,211.2,1
437,8,2,Cadillac Racing,E. BAMBER / A. LYNN / R. WESTBROOK,Cadillac V-Series.R,1,1,104,08:07:26,9,56.0,03:29.9,233.7,1
244,4,16,Proton Competition,R. HARDWICK / Z. ROBICHON / J. HEYLEN,Porsche 911 RSR - 19,4,1,28,02:20:57,2,10.0,03:58.7,205.5,1
457,8,48,IDEC Sport,P. LAFARGUE / P. CHATIN / L. HARR,Oreca 07 - Gibson,2,2,99,08:10:53,10,11.0,03:37.1,225.9,1
1048,17,83,Richard Mille AF Corse,L. PEREZ COMPANC / A. ROVERA / L. WADOUX,Ferrari 488 GTE Evo,4,1,33,02:46:33,3,8.0,03:52.5,211.0,2
516,9,28,JOTA,D. HEINEMEIER-HANSSON / O. RASMUSSEN / P. FITTIPALDI,Oreca 07 - Gibson,2,2,107,09:05:36,11,11.0,03:37.3,225.7,1
1378,23,48,IDEC Sport,P. LAFARGUE / P. CHATIN / L. HÖRR,Oreca 07 - Gibson,2,2,312,23:05:51,31,273.0,03:36.2,226.9,1
348,6,911,Proton Competition,M. FASSBENDER / M. RUMP / R. LIETZ,Porsche 911 RSR - 19,4,1,69,06:03:13,6,16.0,03:53.1,210.5,1
849,14,43,DKR Engineering,T. VAN ROMPUY / U. DE WILDE / M. MARTIN,Oreca 07 - Gibson,2,2,166,14:05:13,17,13.0,03:38.4,224.6,1
419,7,100,Walkenhorst Motorsport,C. HULL / A. HARYANTO / J. SEGAL,Ferrari 488 GTE Evo,4,1,80,07:05:54,7,11.0,03:54.7,209.0,1
939,16,5,Porsche Penske Motorsport,D. CAMERON / M. CHRISTENSEN / F. MAKOWIECKI,Porsche 963,1,1,212,16:04:57,21,211.0,03:28.9,234.8,1
592,10,57,Kessel Racing,T. KIMURA / S. HUFFAKER / D. SERRA,Ferrari 488 GTE Evo,4,1,114,10:01:24,10,8.0,03:52.5,211.0,1
1140,19,45,Algarve Pro Racing,G. KURTZ / J. ALLEN / C. BRAUN,Oreca 07 - Gibson,2,2,246,19:02:39,25,9.0,03:38.0,225.0,1
822,14,48,IDEC Sport,P. LAFARGUE / P. CHATIN / L. HÖRR,Oreca 07 - Gibson,2,2,179,14:05:06,17,11.0,03:37.1,225.9,1
973,16,80,AF Corse,F. PERRODO / B. BARNICOAT / N. NATO,Oreca 07 - Gibson,2,2,183,14:31:45,18,149.0,03:39.8,223.2,2
1269,21,56,Project 1 - AO,P. HYETT / G. JEANNETTE / M. CAIROLI,Porsche 911 RSR - 19,4,1,267,21:00:41,22,11.0,03:51.4,211.9,1
671,11,7,Toyota Gazoo Racing,M. CONWAY / K. KOBAYASHI / J. LOPEZ,Toyota GR010 HYBRID,1,1,103,07:58:44,10,12.0,03:30.0,233.6,2
694,12,34,Inter Europol Competition,J. SMIECHOWSKI / A. COSTA / F. SCHERER,Oreca 07 - Gibson,2,2,133,12:05:04,16,66.0,03:38.6,224.4,1
667,11,39,Graff Racing,R. LACORTE / G. VAN DER GARDE / P. PILET,Oreca 07 - Gibson,2,2,118,11:06:42,13,11.0,03:39.0,224.0,1
1465,24,38,Hertz Team JOTA,A. DA COSTA / W. STEVENS / Y. YE,Porsche 963,1,1,244,00:01:07,26,228.0,03:28.1,235.7,1
1179,20,51,Ferrari AF Corse,A. PIER GUIDI / J. CALADO / A. GIOVINAZZI,Ferrari 499P,1,1,277,20:00:51,25,264.0,03:27.9,236.0,1
